relative_path,label,model_name,yaw_deg
approaching/volvo_s90_yaw_150.png,approaching,volvo_s90.glb,150
approaching/volvo_s90_yaw_160.png,approaching,volvo_s90.glb,160
approaching/volvo_s90_yaw_170.png,approaching,volvo_s90.glb,170
approaching/volvo_s90_yaw_180.png,approaching,volvo_s90.glb,180
approaching/volvo_s90_yaw_210.png,approaching,volvo_s90.glb,210
approaching/volvo_s90_yaw_220.png,approaching,volvo_s90.glb,220
leaving/Volkswagen_kombi_1973_yaw_000.png,leaving,Volkswagen_kombi_1973.glb,0
leaving/Volkswagen_kombi_1973_yaw_020.png,leaving,Volkswagen_kombi_1973.glb,20
leaving/Volkswagen_kombi_1973_yaw_040.png,leaving,Volkswagen_kombi_1973.glb,40
leaving/Volkswagen_kombi_1973_yaw_340.png,leaving,Volkswagen_kombi_1973.glb,340
leaving/Volkswagen_kombi_1973_yaw_350.png,leaving,Volkswagen_kombi_1973.glb,350
leaving/audi_a7_yaw_000.png,leaving,audi_a7.glb,0
leaving/audi_a7_yaw_020.png,leaving,audi_a7.glb,20
leaving/audi_a7_yaw_040.png,leaving,audi_a7.glb,40
leaving/audi_a7_yaw_320.png,leaving,audi_a7.glb,320
leaving/audi_a7_yaw_330.png,leaving,audi_a7.glb,330
leaving/audi_a7_yaw_340.png,leaving,audi_a7.glb,340
leaving/audi_r8_v10_plus_2016_yaw_000.png,leaving,audi_r8_v10_plus_2016.glb,0
leaving/audi_r8_v10_plus_2016_yaw_010.png,leaving,audi_r8_v10_plus_2016.glb,10
leaving/audi_r8_v10_plus_2016_yaw_020.png,leaving,audi_r8_v10_plus_2016.glb,20
leaving/audi_r8_v10_plus_2016_yaw_320.png,leaving,audi_r8_v10_plus_2016.glb,320
leaving/audi_r8_v10_plus_2016_yaw_340.png,leaving,audi_r8_v10_plus_2016.glb,340
leaving/batmobile_yaw_020.png,leaving,batmobile.glb,20
leaving/batmobile_yaw_030.png,leaving,batmobile.glb,30
leaving/batmobile_yaw_040.png,leaving,batmobile.glb,40
leaving/batmobile_yaw_350.png,leaving,batmobile.glb,350
leaving/bmw_7_alpine_yaw_010.png,leaving,bmw_7_alpine.glb,10
leaving/bmw_7_alpine_yaw_020.png,leaving,bmw_7_alpine.glb,20
leaving/bmw_7_alpine_yaw_030.png,leaving,bmw_7_alpine.glb,30
leaving/bmw_7_alpine_yaw_040.png,leaving,bmw_7_alpine.glb,40
leaving/bmw_7_alpine_yaw_320.png,leaving,bmw_7_alpine.glb,320
leaving/bmw_7_alpine_yaw_340.png,leaving,bmw_7_alpine.glb,340
leaving/bmw_e30_yaw_000.png,leaving,bmw_e30.glb,0
leaving/bmw_e30_yaw_010.png,leaving,bmw_e30.glb,10
leaving/bmw_e30_yaw_020.png,leaving,bmw_e30.glb,20
leaving/bmw_e30_yaw_030.png,leaving,bmw_e30.glb,30
leaving/bmw_e30_yaw_040.png,leaving,bmw_e30.glb,40
leaving/bmw_e30_yaw_320.png,leaving,bmw_e30.glb,320
leaving/bmw_e30_yaw_340.png,leaving,bmw_e30.glb,340
leaving/bmw_e30_yaw_350.png,leaving,bmw_e30.glb,350
leaving/bmw_m4_competition_yaw_000.png,leaving,bmw_m4_competition.glb,0
leaving/bmw_m4_competition_yaw_020.png,leaving,bmw_m4_competition.glb,20
leaving/bmw_m4_competition_yaw_320.png,leaving,bmw_m4_competition.glb,320
leaving/bmw_m4_competition_yaw_330.png,leaving,bmw_m4_competition.glb,330
leaving/bmw_m4_competition_yaw_340.png,leaving,bmw_m4_competition.glb,340
leaving/bmw_m4_competition_yaw_350.png,leaving,bmw_m4_competition.glb,350
leaving/bugatti_chiron_yaw_010.png,leaving,bugatti_chiron.glb,10
leaving/bugatti_chiron_yaw_020.png,leaving,bugatti_chiron.glb,20
leaving/bugatti_chiron_yaw_030.png,leaving,bugatti_chiron.glb,30
leaving/bugatti_chiron_yaw_320.png,leaving,bugatti_chiron.glb,320
leaving/bugatti_chiron_yaw_340.png,leaving,bugatti_chiron.glb,340
leaving/caterham_seven_620r_yaw_010.png,leaving,caterham_seven_620r.glb,10
leaving/caterham_seven_620r_yaw_020.png,leaving,caterham_seven_620r.glb,20
leaving/caterham_seven_620r_yaw_030.png,leaving,caterham_seven_620r.glb,30
leaving/caterham_seven_620r_yaw_040.png,leaving,caterham_seven_620r.glb,40
leaving/caterham_seven_620r_yaw_320.png,leaving,caterham_seven_620r.glb,320
leaving/caterham_seven_620r_yaw_330.png,leaving,caterham_seven_620r.glb,330
leaving/caterham_seven_620r_yaw_340.png,leaving,caterham_seven_620r.glb,340
leaving/ferrari_f40_yaw_000.png,leaving,ferrari_f40.glb,0
leaving/ferrari_f40_yaw_010.png,leaving,ferrari_f40.glb,10
leaving/ferrari_f40_yaw_020.png,leaving,ferrari_f40.glb,20
leaving/ferrari_f40_yaw_030.png,leaving,ferrari_f40.glb,30
leaving/ferrari_f40_yaw_040.png,leaving,ferrari_f40.glb,40
leaving/ferrari_f40_yaw_320.png,leaving,ferrari_f40.glb,320
leaving/ferrari_f40_yaw_330.png,leaving,ferrari_f40.glb,330
leaving/ferrari_f40_yaw_340.png,leaving,ferrari_f40.glb,340
leaving/ferrari_f40_yaw_350.png,leaving,ferrari_f40.glb,350
leaving/ford_bronco_raptor_yaw_000.png,leaving,ford_bronco_raptor.glb,0
leaving/ford_bronco_raptor_yaw_010.png,leaving,ford_bronco_raptor.glb,10
leaving/ford_bronco_raptor_yaw_020.png,leaving,ford_bronco_raptor.glb,20
leaving/ford_bronco_raptor_yaw_040.png,leaving,ford_bronco_raptor.glb,40
leaving/ford_bronco_raptor_yaw_330.png,leaving,ford_bronco_raptor.glb,330
leaving/ford_bronco_raptor_yaw_340.png,leaving,ford_bronco_raptor.glb,340
leaving/ford_bronco_raptor_yaw_350.png,leaving,ford_bronco_raptor.glb,350
leaving/hyundai_vision_n_yaw_010.png,leaving,hyundai_vision_n.glb,10
leaving/hyundai_vision_n_yaw_020.png,leaving,hyundai_vision_n.glb,20
leaving/hyundai_vision_n_yaw_030.png,leaving,hyundai_vision_n.glb,30
leaving/hyundai_vision_n_yaw_040.png,leaving,hyundai_vision_n.glb,40
leaving/hyundai_vision_n_yaw_320.png,leaving,hyundai_vision_n.glb,320
leaving/hyundai_vision_n_yaw_330.png,leaving,hyundai_vision_n.glb,330
leaving/hyundai_vision_n_yaw_340.png,leaving,hyundai_vision_n.glb,340
leaving/hyundai_vision_n_yaw_350.png,leaving,hyundai_vision_n.glb,350
leaving/lamborgini_gallardo_yaw_000.png,leaving,lamborgini_gallardo.glb,0
leaving/lamborgini_gallardo_yaw_010.png,leaving,lamborgini_gallardo.glb,10
leaving/lamborgini_gallardo_yaw_020.png,leaving,lamborgini_gallardo.glb,20
leaving/lamborgini_gallardo_yaw_030.png,leaving,lamborgini_gallardo.glb,30
leaving/lamborgini_gallardo_yaw_340.png,leaving,lamborgini_gallardo.glb,340
leaving/lamborgini_gallardo_yaw_350.png,leaving,lamborgini_gallardo.glb,350
leaving/lancia_delta_integrale_evo_yaw_010.png,leaving,lancia_delta_integrale_evo.glb,10
leaving/lancia_delta_integrale_evo_yaw_030.png,leaving,lancia_delta_integrale_evo.glb,30
leaving/lancia_delta_integrale_evo_yaw_040.png,leaving,lancia_delta_integrale_evo.glb,40
leaving/lancia_delta_integrale_evo_yaw_340.png,leaving,lancia_delta_integrale_evo.glb,340
leaving/lancia_delta_integrale_evo_yaw_350.png,leaving,lancia_delta_integrale_evo.glb,350
leaving/mclaren_720s_yaw_000.png,leaving,mclaren_720s.glb,0
leaving/mclaren_720s_yaw_030.png,leaving,mclaren_720s.glb,30
leaving/mclaren_720s_yaw_320.png,leaving,mclaren_720s.glb,320
leaving/mclaren_720s_yaw_330.png,leaving,mclaren_720s.glb,330
leaving/mclaren_720s_yaw_350.png,leaving,mclaren_720s.glb,350
leaving/mercedes_benz_180_ev2_yaw_000.png,leaving,mercedes_benz_180_ev2.glb,0
leaving/mercedes_benz_180_ev2_yaw_010.png,leaving,mercedes_benz_180_ev2.glb,10
leaving/mercedes_benz_180_ev2_yaw_020.png,leaving,mercedes_benz_180_ev2.glb,20
leaving/mercedes_benz_180_ev2_yaw_030.png,leaving,mercedes_benz_180_ev2.glb,30
leaving/mercedes_benz_180_ev2_yaw_040.png,leaving,mercedes_benz_180_ev2.glb,40
leaving/mercedes_benz_180_ev2_yaw_330.png,leaving,mercedes_benz_180_ev2.glb,330
leaving/mercedes_benz_180_ev2_yaw_340.png,leaving,mercedes_benz_180_ev2.glb,340
leaving/mercedes_benz_180_ev2_yaw_350.png,leaving,mercedes_benz_180_ev2.glb,350
leaving/mercedes_benz_eqs_yaw_000.png,leaving,mercedes_benz_eqs.glb,0
leaving/mercedes_benz_eqs_yaw_010.png,leaving,mercedes_benz_eqs.glb,10
leaving/mercedes_benz_eqs_yaw_040.png,leaving,mercedes_benz_eqs.glb,40
leaving/mercedes_benz_eqs_yaw_330.png,leaving,mercedes_benz_eqs.glb,330
leaving/mercedes_benz_eqs_yaw_340.png,leaving,mercedes_benz_eqs.glb,340
leaving/mercedes_benz_eqs_yaw_350.png,leaving,mercedes_benz_eqs.glb,350
leaving/mercedes_maybach_s650_pullman_yaw_000.png,leaving,mercedes_maybach_s650_pullman.glb,0
leaving/mercedes_maybach_s650_pullman_yaw_010.png,leaving,mercedes_maybach_s650_pullman.glb,10
leaving/mercedes_maybach_s650_pullman_yaw_040.png,leaving,mercedes_maybach_s650_pullman.glb,40
leaving/mercedes_maybach_s650_pullman_yaw_320.png,leaving,mercedes_maybach_s650_pullman.glb,320
leaving/mercedes_maybach_s650_pullman_yaw_330.png,leaving,mercedes_maybach_s650_pullman.glb,330
leaving/mercedes_maybach_s650_pullman_yaw_340.png,leaving,mercedes_maybach_s650_pullman.glb,340
leaving/mercedes_maybach_s650_pullman_yaw_350.png,leaving,mercedes_maybach_s650_pullman.glb,350
leaving/mg_t-type_yaw_000.png,leaving,mg_t-type.glb,0
leaving/mg_t-type_yaw_010.png,leaving,mg_t-type.glb,10
leaving/mg_t-type_yaw_020.png,leaving,mg_t-type.glb,20
leaving/mg_t-type_yaw_030.png,leaving,mg_t-type.glb,30
leaving/mg_t-type_yaw_040.png,leaving,mg_t-type.glb,40
leaving/mg_t-type_yaw_320.png,leaving,mg_t-type.glb,320
leaving/mg_t-type_yaw_330.png,leaving,mg_t-type.glb,330
leaving/mg_t-type_yaw_340.png,leaving,mg_t-type.glb,340
leaving/porsche_911_carrera_4_yaw_000.png,leaving,porsche_911_carrera_4.glb,0
leaving/porsche_911_carrera_4_yaw_010.png,leaving,porsche_911_carrera_4.glb,10
leaving/porsche_911_carrera_4_yaw_020.png,leaving,porsche_911_carrera_4.glb,20
leaving/porsche_911_carrera_4_yaw_040.png,leaving,porsche_911_carrera_4.glb,40
leaving/porsche_911_carrera_4_yaw_340.png,leaving,porsche_911_carrera_4.glb,340
leaving/porsche_911_carrera_4_yaw_350.png,leaving,porsche_911_carrera_4.glb,350
leaving/rolls_royce_ghost_2021_yaw_020.png,leaving,rolls_royce_ghost_2021.glb,20
leaving/rolls_royce_ghost_2021_yaw_030.png,leaving,rolls_royce_ghost_2021.glb,30
leaving/rolls_royce_ghost_2021_yaw_040.png,leaving,rolls_royce_ghost_2021.glb,40
leaving/rolls_royce_ghost_2021_yaw_320.png,leaving,rolls_royce_ghost_2021.glb,320
leaving/rolls_royce_ghost_2021_yaw_330.png,leaving,rolls_royce_ghost_2021.glb,330
leaving/rolls_royce_ghost_2021_yaw_340.png,leaving,rolls_royce_ghost_2021.glb,340
leaving/tesla_cybertruck_yaw_000.png,leaving,tesla_cybertruck.glb,0
leaving/tesla_cybertruck_yaw_020.png,leaving,tesla_cybertruck.glb,20
leaving/tesla_cybertruck_yaw_030.png,leaving,tesla_cybertruck.glb,30
leaving/tesla_cybertruck_yaw_340.png,leaving,tesla_cybertruck.glb,340
leaving/tesla_cybertruck_yaw_350.png,leaving,tesla_cybertruck.glb,350
leaving/toyota_land_cruiser_200_yaw_000.png,leaving,toyota_land_cruiser_200.glb,0
leaving/toyota_land_cruiser_200_yaw_010.png,leaving,toyota_land_cruiser_200.glb,10
leaving/toyota_land_cruiser_200_yaw_020.png,leaving,toyota_land_cruiser_200.glb,20
leaving/toyota_land_cruiser_200_yaw_040.png,leaving,toyota_land_cruiser_200.glb,40
leaving/toyota_land_cruiser_200_yaw_320.png,leaving,toyota_land_cruiser_200.glb,320
leaving/toyota_land_cruiser_200_yaw_330.png,leaving,toyota_land_cruiser_200.glb,330
leaving/toyota_land_cruiser_200_yaw_340.png,leaving,toyota_land_cruiser_200.glb,340
leaving/volkswagen_beetle_yaw_030.png,leaving,volkswagen_beetle.glb,30
leaving/volkswagen_beetle_yaw_040.png,leaving,volkswagen_beetle.glb,40
leaving/volkswagen_beetle_yaw_330.png,leaving,volkswagen_beetle.glb,330
leaving/volkswagen_beetle_yaw_340.png,leaving,volkswagen_beetle.glb,340
leaving/volkswagen_beetle_yaw_350.png,leaving,volkswagen_beetle.glb,350
leaving/volvo_s90_yaw_000.png,leaving,volvo_s90.glb,0
leaving/volvo_s90_yaw_010.png,leaving,volvo_s90.glb,10
leaving/volvo_s90_yaw_020.png,leaving,volvo_s90.glb,20
leaving/volvo_s90_yaw_030.png,leaving,volvo_s90.glb,30
leaving/volvo_s90_yaw_320.png,leaving,volvo_s90.glb,320
leaving/volvo_s90_yaw_330.png,leaving,volvo_s90.glb,330
leaving/volvo_s90_yaw_350.png,leaving,volvo_s90.glb,350
moving_left/Volkswagen_kombi_1973_yaw_250.png,moving_left,Volkswagen_kombi_1973.glb,250
moving_left/Volkswagen_kombi_1973_yaw_270.png,moving_left,Volkswagen_kombi_1973.glb,270
moving_left/Volkswagen_kombi_1973_yaw_280.png,moving_left,Volkswagen_kombi_1973.glb,280
moving_left/Volkswagen_kombi_1973_yaw_290.png,moving_left,Volkswagen_kombi_1973.glb,290
moving_left/Volkswagen_kombi_1973_yaw_300.png,moving_left,Volkswagen_kombi_1973.glb,300
moving_left/Volkswagen_kombi_1973_yaw_310.png,moving_left,Volkswagen_kombi_1973.glb,310
moving_left/audi_a7_yaw_240.png,moving_left,audi_a7.glb,240
moving_left/audi_a7_yaw_250.png,moving_left,audi_a7.glb,250
moving_left/audi_a7_yaw_260.png,moving_left,audi_a7.glb,260
moving_left/audi_a7_yaw_270.png,moving_left,audi_a7.glb,270
moving_left/audi_a7_yaw_280.png,moving_left,audi_a7.glb,280
moving_left/audi_a7_yaw_310.png,moving_left,audi_a7.glb,310
moving_left/audi_r8_v10_plus_2016_yaw_240.png,moving_left,audi_r8_v10_plus_2016.glb,240
moving_left/audi_r8_v10_plus_2016_yaw_260.png,moving_left,audi_r8_v10_plus_2016.glb,260
moving_left/audi_r8_v10_plus_2016_yaw_270.png,moving_left,audi_r8_v10_plus_2016.glb,270
moving_left/audi_r8_v10_plus_2016_yaw_280.png,moving_left,audi_r8_v10_plus_2016.glb,280
