filename,relative_path,label,yaw_deg,model_name,model_path,image_width,image_height,camera_location,camera_target
audi_a7_yaw_190.png,approaching/audi_a7_yaw_190.png,approaching,190,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.12028, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_200.png,approaching/audi_a7_yaw_200.png,approaching,200,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.03955, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_210.png,approaching/audi_a7_yaw_210.png,approaching,210,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.36637, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_220.png,approaching/audi_a7_yaw_220.png,approaching,220,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.78061, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_230.png,moving_left/audi_a7_yaw_230.png,moving_left,230,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.26114, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_240.png,moving_left/audi_a7_yaw_240.png,moving_left,240,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.41483, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_250.png,moving_left/audi_a7_yaw_250.png,moving_left,250,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.40486, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_260.png,moving_left/audi_a7_yaw_260.png,moving_left,260,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.38803, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_270.png,moving_left/audi_a7_yaw_270.png,moving_left,270,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.29747, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_280.png,moving_left/audi_a7_yaw_280.png,moving_left,280,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -5.04671, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_290.png,moving_left/audi_a7_yaw_290.png,moving_left,290,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.76805, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_300.png,moving_left/audi_a7_yaw_300.png,moving_left,300,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.59547, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_310.png,moving_left/audi_a7_yaw_310.png,moving_left,310,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.32462, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_320.png,leaving/audi_a7_yaw_320.png,leaving,320,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -4.09868, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_330.png,leaving/audi_a7_yaw_330.png,leaving,330,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -3.91878, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_340.png,leaving/audi_a7_yaw_340.png,leaving,340,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -3.62013, 1.15)","(0, 0, 0.8)"
audi_a7_yaw_350.png,leaving/audi_a7_yaw_350.png,leaving,350,audi_a7.glb,D:/JRM-O/assets/models/audi_a7.glb,512,512,"(0, -3.21322, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_000.png,leaving/audi_r8_v10_plus_2016_yaw_000.png,leaving,0,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -3.89156, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_010.png,leaving/audi_r8_v10_plus_2016_yaw_010.png,leaving,10,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.05605, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_020.png,leaving/audi_r8_v10_plus_2016_yaw_020.png,leaving,20,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.5636, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_030.png,leaving/audi_r8_v10_plus_2016_yaw_030.png,leaving,30,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.92936, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_040.png,leaving/audi_r8_v10_plus_2016_yaw_040.png,leaving,40,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.14301, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_050.png,moving_right/audi_r8_v10_plus_2016_yaw_050.png,moving_right,50,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.41621, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_060.png,moving_right/audi_r8_v10_plus_2016_yaw_060.png,moving_right,60,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.31982, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_070.png,moving_right/audi_r8_v10_plus_2016_yaw_070.png,moving_right,70,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.21902, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_080.png,moving_right/audi_r8_v10_plus_2016_yaw_080.png,moving_right,80,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.37175, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_090.png,moving_right/audi_r8_v10_plus_2016_yaw_090.png,moving_right,90,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.38572, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_100.png,moving_right/audi_r8_v10_plus_2016_yaw_100.png,moving_right,100,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.40409, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_110.png,moving_right/audi_r8_v10_plus_2016_yaw_110.png,moving_right,110,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.25655, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_120.png,moving_right/audi_r8_v10_plus_2016_yaw_120.png,moving_right,120,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.29515, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_130.png,moving_right/audi_r8_v10_plus_2016_yaw_130.png,moving_right,130,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.38633, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_140.png,approaching/audi_r8_v10_plus_2016_yaw_140.png,approaching,140,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.10838, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_150.png,approaching/audi_r8_v10_plus_2016_yaw_150.png,approaching,150,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.8897, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_160.png,approaching/audi_r8_v10_plus_2016_yaw_160.png,approaching,160,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.51963, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_170.png,approaching/audi_r8_v10_plus_2016_yaw_170.png,approaching,170,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.10635, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_180.png,approaching/audi_r8_v10_plus_2016_yaw_180.png,approaching,180,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.00296, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_190.png,approaching/audi_r8_v10_plus_2016_yaw_190.png,approaching,190,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.10635, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_200.png,approaching/audi_r8_v10_plus_2016_yaw_200.png,approaching,200,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.51963, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_210.png,approaching/audi_r8_v10_plus_2016_yaw_210.png,approaching,210,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.8897, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_220.png,approaching/audi_r8_v10_plus_2016_yaw_220.png,approaching,220,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.10838, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_230.png,moving_left/audi_r8_v10_plus_2016_yaw_230.png,moving_left,230,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.38633, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_240.png,moving_left/audi_r8_v10_plus_2016_yaw_240.png,moving_left,240,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.29514, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_250.png,moving_left/audi_r8_v10_plus_2016_yaw_250.png,moving_left,250,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.25656, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_260.png,moving_left/audi_r8_v10_plus_2016_yaw_260.png,moving_left,260,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.40409, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_270.png,moving_left/audi_r8_v10_plus_2016_yaw_270.png,moving_left,270,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.38573, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_280.png,moving_left/audi_r8_v10_plus_2016_yaw_280.png,moving_left,280,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.37174, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_290.png,moving_left/audi_r8_v10_plus_2016_yaw_290.png,moving_left,290,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.21901, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_300.png,moving_left/audi_r8_v10_plus_2016_yaw_300.png,moving_left,300,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.31983, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_310.png,moving_left/audi_r8_v10_plus_2016_yaw_310.png,moving_left,310,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.41622, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_320.png,leaving/audi_r8_v10_plus_2016_yaw_320.png,leaving,320,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -5.14302, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_330.png,leaving/audi_r8_v10_plus_2016_yaw_330.png,leaving,330,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.92937, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_340.png,leaving/audi_r8_v10_plus_2016_yaw_340.png,leaving,340,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.56361, 1.15)","(0, 0, 0.8)"
audi_r8_v10_plus_2016_yaw_350.png,leaving/audi_r8_v10_plus_2016_yaw_350.png,leaving,350,audi_r8_v10_plus_2016.glb,D:/JRM-O/assets/models/audi_r8_v10_plus_2016.glb,512,512,"(0, -4.05605, 1.15)","(0, 0, 0.8)"
batmobile_yaw_000.png,leaving/batmobile_yaw_000.png,leaving,0,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.11056, 1.15)","(0, 0, 0.8)"
batmobile_yaw_010.png,leaving/batmobile_yaw_010.png,leaving,10,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.20555, 1.15)","(0, 0, 0.8)"
batmobile_yaw_020.png,leaving/batmobile_yaw_020.png,leaving,20,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.41796, 1.15)","(0, 0, 0.8)"
batmobile_yaw_030.png,leaving/batmobile_yaw_030.png,leaving,30,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.79188, 1.15)","(0, 0, 0.8)"
batmobile_yaw_040.png,leaving/batmobile_yaw_040.png,leaving,40,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.01934, 1.15)","(0, 0, 0.8)"
batmobile_yaw_050.png,moving_right/batmobile_yaw_050.png,moving_right,50,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.30362, 1.15)","(0, 0, 0.8)"
batmobile_yaw_060.png,moving_right/batmobile_yaw_060.png,moving_right,60,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.23158, 1.15)","(0, 0, 0.8)"
batmobile_yaw_070.png,moving_right/batmobile_yaw_070.png,moving_right,70,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.17738, 1.15)","(0, 0, 0.8)"
batmobile_yaw_080.png,moving_right/batmobile_yaw_080.png,moving_right,80,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.39376, 1.15)","(0, 0, 0.8)"
batmobile_yaw_090.png,moving_right/batmobile_yaw_090.png,moving_right,90,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.44526, 1.15)","(0, 0, 0.8)"
batmobile_yaw_100.png,moving_right/batmobile_yaw_100.png,moving_right,100,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.33027, 1.15)","(0, 0, 0.8)"
batmobile_yaw_110.png,moving_right/batmobile_yaw_110.png,moving_right,110,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.21969, 1.15)","(0, 0, 0.8)"
batmobile_yaw_120.png,moving_right/batmobile_yaw_120.png,moving_right,120,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.4119, 1.15)","(0, 0, 0.8)"
batmobile_yaw_130.png,moving_right/batmobile_yaw_130.png,moving_right,130,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.4387, 1.15)","(0, 0, 0.8)"
batmobile_yaw_140.png,approaching/batmobile_yaw_140.png,approaching,140,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.10349, 1.15)","(0, 0, 0.8)"
batmobile_yaw_150.png,approaching/batmobile_yaw_150.png,approaching,150,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.82457, 1.15)","(0, 0, 0.8)"
batmobile_yaw_160.png,approaching/batmobile_yaw_160.png,approaching,160,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.39698, 1.15)","(0, 0, 0.8)"
batmobile_yaw_170.png,approaching/batmobile_yaw_170.png,approaching,170,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.27661, 1.15)","(0, 0, 0.8)"
batmobile_yaw_180.png,approaching/batmobile_yaw_180.png,approaching,180,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.19515, 1.15)","(0, 0, 0.8)"
batmobile_yaw_190.png,approaching/batmobile_yaw_190.png,approaching,190,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.27661, 1.15)","(0, 0, 0.8)"
batmobile_yaw_200.png,approaching/batmobile_yaw_200.png,approaching,200,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.39698, 1.15)","(0, 0, 0.8)"
batmobile_yaw_210.png,approaching/batmobile_yaw_210.png,approaching,210,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.82457, 1.15)","(0, 0, 0.8)"
batmobile_yaw_220.png,approaching/batmobile_yaw_220.png,approaching,220,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.10349, 1.15)","(0, 0, 0.8)"
batmobile_yaw_230.png,moving_left/batmobile_yaw_230.png,moving_left,230,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.4387, 1.15)","(0, 0, 0.8)"
batmobile_yaw_240.png,moving_left/batmobile_yaw_240.png,moving_left,240,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.4119, 1.15)","(0, 0, 0.8)"
batmobile_yaw_250.png,moving_left/batmobile_yaw_250.png,moving_left,250,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.21969, 1.15)","(0, 0, 0.8)"
batmobile_yaw_260.png,moving_left/batmobile_yaw_260.png,moving_left,260,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.33027, 1.15)","(0, 0, 0.8)"
batmobile_yaw_270.png,moving_left/batmobile_yaw_270.png,moving_left,270,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.44526, 1.15)","(0, 0, 0.8)"
batmobile_yaw_280.png,moving_left/batmobile_yaw_280.png,moving_left,280,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.39376, 1.15)","(0, 0, 0.8)"
batmobile_yaw_290.png,moving_left/batmobile_yaw_290.png,moving_left,290,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.17738, 1.15)","(0, 0, 0.8)"
batmobile_yaw_300.png,moving_left/batmobile_yaw_300.png,moving_left,300,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.23158, 1.15)","(0, 0, 0.8)"
batmobile_yaw_310.png,moving_left/batmobile_yaw_310.png,moving_left,310,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.30362, 1.15)","(0, 0, 0.8)"
batmobile_yaw_320.png,leaving/batmobile_yaw_320.png,leaving,320,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -5.01934, 1.15)","(0, 0, 0.8)"
batmobile_yaw_330.png,leaving/batmobile_yaw_330.png,leaving,330,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.79188, 1.15)","(0, 0, 0.8)"
batmobile_yaw_340.png,leaving/batmobile_yaw_340.png,leaving,340,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.41796, 1.15)","(0, 0, 0.8)"
batmobile_yaw_350.png,leaving/batmobile_yaw_350.png,leaving,350,batmobile.glb,D:/JRM-O/assets/models/batmobile.glb,512,512,"(0, -4.20555, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_000.png,leaving/bmw_7_alpine_yaw_000.png,leaving,0,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -3.90603, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_010.png,leaving/bmw_7_alpine_yaw_010.png,leaving,10,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -3.98757, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_020.png,leaving/bmw_7_alpine_yaw_020.png,leaving,20,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -4.36502, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_030.png,leaving/bmw_7_alpine_yaw_030.png,leaving,30,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -4.76496, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_040.png,leaving/bmw_7_alpine_yaw_040.png,leaving,40,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.05935, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_050.png,moving_right/bmw_7_alpine_yaw_050.png,moving_right,50,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.41047, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_060.png,moving_right/bmw_7_alpine_yaw_060.png,moving_right,60,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.39463, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_070.png,moving_right/bmw_7_alpine_yaw_070.png,moving_right,70,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.23564, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_080.png,moving_right/bmw_7_alpine_yaw_080.png,moving_right,80,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.31911, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_090.png,moving_right/bmw_7_alpine_yaw_090.png,moving_right,90,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.42322, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_100.png,moving_right/bmw_7_alpine_yaw_100.png,moving_right,100,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.3594, 1.15)","(0, 0, 0.8)"
bmw_7_alpine_yaw_110.png,moving_right/bmw_7_alpine_yaw_110.png,moving_right,110,bmw_7_alpine.glb,D:/JRM-O/assets/models/bmw_7_alpine.glb,512,512,"(0, -5.12805, 1.15)","(0, 0, 0.8)"
